did,all_exp
ID12484,RNAi-III4J09 ;feeding-1mM ;4-6h ;;RNAi-III4J09 ;feeding-1mM ;4-6h
ID12485,RNAi-III4J09 ;feeding-1mM ;4-6h ;;RNAi-III4J09 ;feeding-1mM ;4-6h
ID12487,RNAi-III4J09 ;feeding-1mM ;4-6h ;;RNAi-III4J09 ;feeding-1mM ;4-6h
ID12488,RNAi-III4J09 ;feeding-1mM ;4-6h ;;RNAi-III4J09 ;feeding-1mM ;4-6h
ID12490,RNAi-III4J09 ;feeding-1mM ;4-6h ;;RNAi-III4J09 ;feeding-1mM ;4-6h
ID12491,RNAi-III4J09 ;feeding-1mM ;4-6h ;;RNAi-III4J09 ;feeding-1mM ;4-6h
ID12080,RNAi-III4J09 ;feeding ;4mM_48h ;;RNAi-III4J09 ;feeding ;4mM_48h
ID12084,RNAi-III4J09 ;feeding ;4mM_48h ;;RNAi-III4J09 ;feeding ;4mM_48h
ID12085,RNAi-III4J09 ;feeding ;4mM_48h ;;RNAi-III4J09 ;feeding ;4mM_48h
ID12110,RNAi-III4J09 ;feeding ;4mM_48h ;;RNAi-III4J09 ;feeding ;4mM_48h
ID12112,RNAi-III4J09 ;feeding ;4mM_48h ;;RNAi-III4J09 ;feeding ;4mM_48h
ID12113,RNAi-III4J09 ;feeding ;4mM_48h ;;RNAi-III4J09 ;feeding ;4mM_48h
ID12114,RNAi-III4J09 ;feeding ;4mM_48h ;;RNAi-III4J09 ;feeding ;4mM_48h
ID4115,RNAi-V5J24 ;feeding-drop ;16h
ID4116,RNAi-V5J24 ;feeding-drop ;16h
ID4117,RNAi-V5J24 ;feeding-drop ;16h
ID4118,RNAi-V5J24 ;feeding-drop ;16h
ID4119,RNAi-V5J24 ;feeding-drop ;16h
ID4120,RNAi-V5J24 ;feeding-drop ;16h
ID4121,RNAi-V5J24 ;feeding-drop ;16h
ID3401,RNAi-V4F01 ;feeding-drop ;24h
ID3402,RNAi-V4F01 ;feeding-drop ;24h
ID3403,RNAi-V4F01 ;feeding-drop ;24h
ID3404,RNAi-V4F01 ;feeding-drop ;24h
ID3406,RNAi-V4F01 ;feeding-drop ;24h
ID3407,RNAi-V4F01 ;feeding-drop ;24h
ID3408,RNAi-V4F01 ;feeding-drop ;24h
ID3409,RNAi-V4F01 ;feeding-drop ;24h
ID3410,RNAi-V4F01 ;feeding-drop ;24h
ID3411,RNAi-V4F01 ;feeding-drop ;24h
ID3412,RNAi-V4F01 ;feeding-drop ;24h
ID3413,RNAi-V4F01 ;feeding-drop ;24h
ID1845,RNAi-IV7P23 ;feeding-drop ;24h
ID1846,RNAi-IV7P23 ;feeding-drop ;24h
ID1847,RNAi-IV7P23 ;feeding-drop ;24h
ID1848,RNAi-IV7P23 ;feeding-drop ;24h
ID1850,RNAi-IV7P23 ;feeding-drop ;24h
ID1851,RNAi-IV7P23 ;feeding-drop ;24h
ID1558,RNAi-III5O13 ;feeding-drop ;12h
ID1559,RNAi-III5O13 ;feeding-drop ;12h
ID1560,RNAi-III5O13 ;feeding-drop ;12h
ID1557,RNAi-III5O13 ;feeding-drop ;12h
ID3760,RNAi-IV6G03 ;feeding-drop ;24h
ID3761,RNAi-IV6G03 ;feeding-drop ;24h
ID3762,RNAi-IV6G03 ;feeding-drop ;24h
ID3763,RNAi-IV6G03 ;feeding-drop ;24h
ID3764,RNAi-IV6G03 ;feeding-drop ;24h
ID3765,RNAi-IV6G03 ;feeding-drop ;24h
ID4122,RNAi-II7K23 ;injection ;41h
ID4123,RNAi-II7K23 ;injection ;41h
ID4124,RNAi-II7K23 ;injection ;41h
ID4125,RNAi-II7K23 ;injection ;41h
ID4126,RNAi-II7K23 ;injection ;41h
ID4127,RNAi-II7K23 ;injection ;41h
ID4128,RNAi-II7K23 ;injection ;41h
ID4129,RNAi-II7K23 ;injection ;41h
ID4169,RNAi-II7K23 ;injection ;41h
ID4170,RNAi-II7K23 ;injection ;41h
ID1835,RNAi-II7K23 ;feeding-drop ;24h
ID1836,RNAi-II7K23 ;feeding-drop ;24h
ID1837,RNAi-II7K23 ;feeding-drop ;24h
ID1838,RNAi-II7K23 ;feeding-drop ;24h
ID1839,RNAi-II7K23 ;feeding-drop ;24h
ID1840,RNAi-II7K23 ;feeding-drop ;24h
ID1841,RNAi-II7K23 ;feeding-drop ;24h
ID1842,RNAi-II7K23 ;feeding-drop ;24h
ID1269,RNAi-III5G03 ;feeding-drop ;24h
ID1270,RNAi-III5G03 ;feeding-drop ;24h
ID1271,RNAi-III5G03 ;feeding-drop ;24h
ID1275,RNAi-III5G03 ;feeding-drop ;24h
ID1278,RNAi-III5G03 ;feeding-drop ;24h
ID8315,RNAi-IV3G8 ;feeding-2mM ;16h
ID8316,RNAi-IV3G8 ;feeding-2mM ;16h
ID8317,RNAi-IV3G8 ;feeding-2mM ;16h
ID8318,RNAi-IV3G8 ;feeding-2mM ;16h
ID8321,RNAi-IV3G8 ;feeding-2mM ;16h
ID8324,RNAi-IV3G8 ;feeding-2mM ;16h
ID8347,RNAi-I1P04 ;feeding-2mM ;20h
ID8348,RNAi-I1P04 ;feeding-2mM ;20h
ID8349,RNAi-I1P04 ;feeding-2mM ;20h
ID8350,RNAi-I1P04 ;feeding-2mM ;20h
ID8351,RNAi-I1P04 ;feeding-2mM ;20h
ID2024,RNAi-bact16 ;feeding-drop ;24h
ID2025,RNAi-bact16 ;feeding-drop ;24h
ID2026,RNAi-bact16 ;feeding-drop ;24h
ID2028,RNAi-bact16 ;feeding-drop ;24h
ID2029,RNAi-bact16 ;feeding-drop ;24h
ID2030,RNAi-bact16 ;feeding-drop ;24h
ID2031,RNAi-bact16 ;feeding-drop ;24h
ID2032,RNAi-bact16 ;feeding-drop ;24h
ID2033,RNAi-bact16 ;feeding-drop ;24h
ID2034,RNAi-bact16 ;feeding-drop ;24h
ID2035,RNAi-bact16 ;feeding-drop ;24h
ID2036,RNAi-bact16 ;feeding-drop ;24h
ID2027,RNAi-bact16 ;feeding-drop ;24h
ID1843,RNAi-bact16 ;feeding-drop ;24h
ID1844,RNAi-bact16 ;feeding-drop ;24h
ID1357,RNAi-II9O07 ;feeding-drop ;24h
ID1351,RNAi-II9O07 ;feeding-drop ;24h
ID1352,RNAi-II9O07 ;feeding-drop ;24h
ID1353,RNAi-II9O07 ;feeding-drop ;24h
ID1355,RNAi-II9O07 ;feeding-drop ;24h
ID1356,RNAi-II9O07 ;feeding-drop ;24h
ID1014,RNAi-II5N06 ;feeding-drop ;24h
ID1015,RNAi-II5N06 ;feeding-drop ;24h
ID936,RNAi-II5N06 ;feeding-drop ;24h
ID1016,RNAi-II5N06 ;feeding-drop ;24h
ID1017,RNAi-II5N06 ;feeding-drop ;24h
ID1018,RNAi-II5N06 ;feeding-drop ;24h
ID3420,RNAi-III2J07 ;feeding-drop ;24h
ID3422,RNAi-III2J07 ;feeding-drop ;24h
ID3426,RNAi-III2J07 ;feeding-drop ;24h
ID2553,RNAi-III4O16 ;feeding-drop ;24h
ID2554,RNAi-III4O16 ;feeding-drop ;24h
ID2555,RNAi-III4O16 ;feeding-drop ;24h
ID2556,RNAi-III4O16 ;feeding-drop ;24h
ID2557,RNAi-III4O16 ;feeding-drop ;24h
ID7055,mutant-h1960 ;;RNAi-none ;feeding-3mM ;24h
ID7056,mutant-h1960 ;;RNAi-none ;feeding-3mM ;24h
ID7057,mutant-h1960 ;;RNAi-none ;feeding-3mM ;24h
ID7058,mutant-h1960 ;;RNAi-none ;feeding-3mM ;24h
ID7059,mutant-h1960 ;;RNAi-none ;feeding-3mM ;24h
ID7060,mutant-h1960 ;;RNAi-none ;feeding-3mM ;24h
ID7061,mutant-h1960 ;;RNAi-none ;feeding-3mM ;24h
ID7062,mutant-h1960 ;;RNAi-none ;feeding-3mM ;24h
ID7063,mutant-h1960 ;;RNAi-none ;feeding-3mM ;24h
ID7001,mutant-h1960 ;;RNAi-none ;feeding-drop ;24h
ID7002,mutant-h1960 ;;RNAi-none ;feeding-drop ;24h
ID7003,mutant-h1960 ;;RNAi-none ;feeding-drop ;24h
ID7004,mutant-h1960 ;;RNAi-none ;feeding-drop ;24h
ID7005,mutant-h1960 ;;RNAi-none ;feeding-drop ;24h
ID7006,mutant-h1960 ;;RNAi-none ;feeding-drop ;24h
ID7007,mutant-h1960 ;;RNAi-none ;feeding-drop ;24h
ID7008,mutant-h1960 ;;RNAi-none ;feeding-drop ;24h
ID7311,mutant-h1960 ;;mutant-gk2 ;;RNAi-I3J11 ;feeding-3mM ;48h
ID7313,mutant-h1960 ;;mutant-gk2 ;;RNAi-I3J11 ;feeding-3mM ;48h
ID7314,mutant-h1960 ;;mutant-gk2 ;;RNAi-I3J11 ;feeding-3mM ;48h
ID7315,mutant-h1960 ;;mutant-gk2 ;;RNAi-I3J11 ;feeding-3mM ;48h
ID7316,mutant-h1960 ;;mutant-gk2 ;;RNAi-I3J11 ;feeding-3mM ;48h
ID7317,mutant-h1960 ;;mutant-gk2 ;;RNAi-I3J11 ;feeding-3mM ;48h
ID7319,mutant-h1960 ;;mutant-gk2 ;;RNAi-I3J11 ;feeding-3mM ;48h
ID7601,RNAi-X2I17 ;feeding-drop ;24h
ID7602,RNAi-X2I17 ;feeding-drop ;24h
ID7603,RNAi-X2I17 ;feeding-drop ;24h
ID7604,RNAi-X2I17 ;feeding-drop ;24h
ID7605,RNAi-X2I17 ;feeding-drop ;24h
ID7606,RNAi-X2I17 ;feeding-drop ;24h
ID7607,RNAi-X2I17 ;feeding-drop ;24h
ID7608,RNAi-X2I17 ;feeding-drop ;24h
ID7296,mutant-h1960 ;;mutant-gk2 ;;RNAi-none ;feeding-3mM ;24h
ID7297,mutant-h1960 ;;mutant-gk2 ;;RNAi-none ;feeding-3mM ;24h
ID7298,mutant-h1960 ;;mutant-gk2 ;;RNAi-none ;feeding-3mM ;24h
ID7299,mutant-h1960 ;;mutant-gk2 ;;RNAi-none ;feeding-3mM ;24h
ID7300,mutant-h1960 ;;mutant-gk2 ;;RNAi-none ;feeding-3mM ;24h
ID7301,mutant-h1960 ;;mutant-gk2 ;;RNAi-none ;feeding-3mM ;24h
ID7302,mutant-h1960 ;;mutant-gk2 ;;RNAi-none ;feeding-3mM ;24h
ID7303,mutant-h1960 ;;mutant-gk2 ;;RNAi-none ;feeding-3mM ;24h
ID6782,RNAi-ebp-D ;feeding-3mM ;48h ;;RNAi-ebp-D ;feeding-3mM ;48h
ID6783,RNAi-ebp-D ;feeding-3mM ;48h ;;RNAi-ebp-D ;feeding-3mM ;48h
ID6784,RNAi-ebp-D ;feeding-3mM ;48h ;;RNAi-ebp-D ;feeding-3mM ;48h
ID6785,RNAi-ebp-D ;feeding-3mM ;48h ;;RNAi-ebp-D ;feeding-3mM ;48h
ID6786,RNAi-ebp-D ;feeding-3mM ;48h ;;RNAi-ebp-D ;feeding-3mM ;48h
ID6419,RNAi-ebp-D ;feeding-2mM ;24h ;;RNAi-ebp-D ;feeding-2mM ;24h
ID6420,RNAi-ebp-D ;feeding-2mM ;24h ;;RNAi-ebp-D ;feeding-2mM ;24h
ID6421,RNAi-ebp-D ;feeding-2mM ;24h ;;RNAi-ebp-D ;feeding-2mM ;24h
ID6422,RNAi-ebp-D ;feeding-2mM ;24h ;;RNAi-ebp-D ;feeding-2mM ;24h
ID6423,RNAi-ebp-D ;feeding-2mM ;24h ;;RNAi-ebp-D ;feeding-2mM ;24h
ID6424,RNAi-ebp-D ;feeding-2mM ;24h ;;RNAi-ebp-D ;feeding-2mM ;24h
ID6425,RNAi-ebp-D ;feeding-2mM ;24h ;;RNAi-ebp-D ;feeding-2mM ;24h
ID6426,RNAi-ebp-D ;feeding-2mM ;24h ;;RNAi-ebp-D ;feeding-2mM ;24h
ID2170,RNAi-IV5D24 ;feeding-drop ;24h
ID2203,RNAi-IV5D24 ;feeding-drop ;24h
ID2205,RNAi-IV5D24 ;feeding-drop ;24h
ID2206,RNAi-IV5D24 ;feeding-drop ;24h
ID2207,RNAi-IV5D24 ;feeding-drop ;24h
ID2209,RNAi-IV5D24 ;feeding-drop ;24h
ID2210,RNAi-IV5D24 ;feeding-drop ;24h
ID2212,RNAi-IV5D24 ;feeding-drop ;24h
ID2213,RNAi-IV5D24 ;feeding-drop ;24h
ID2251,RNAi-IV5D24 ;feeding-drop ;24h
ID2255,RNAi-IV5D24 ;feeding-drop ;24h
ID2252,RNAi-IV5D24 ;feeding-drop ;24h
ID2256,RNAi-IV5D24 ;feeding-drop ;24h
ID2257,RNAi-IV5D24 ;feeding-drop ;24h
ID2258,RNAi-IV5D24 ;feeding-drop ;24h
ID2202,RNAi-IV5D24 ;feeding-drop ;24h
ID4204,RNAi-I7D17 ;feeding-drop ;24h
ID4205,RNAi-I7D17 ;feeding-drop ;24h
ID4206,RNAi-I7D17 ;feeding-drop ;24h
ID4207,RNAi-I7D17 ;feeding-drop ;24h
ID4209,RNAi-I7D17 ;feeding-drop ;24h
ID4210,RNAi-I7D17 ;feeding-drop ;24h
ID4212,RNAi-I7D17 ;feeding-drop ;24h
ID8968,mutant-gk756 ;;mutant-gk470
ID8969,mutant-gk756 ;;mutant-gk470
ID8970,mutant-gk756 ;;mutant-gk470
ID8971,mutant-gk756 ;;mutant-gk470
ID8992,mutant-gk756 ;;mutant-gk470
ID8973,mutant-gk756 ;;mutant-gk470
ID8974,mutant-gk756 ;;mutant-gk470
ID8975,mutant-gk756 ;;mutant-gk470
ID9490,RNAi-IV3G8 ;feeding-2mM ;16h ;;mutant-gk756
ID9491,RNAi-IV3G8 ;feeding-2mM ;16h ;;mutant-gk756
ID9492,RNAi-IV3G8 ;feeding-2mM ;16h ;;mutant-gk756
ID9493,RNAi-IV3G8 ;feeding-2mM ;16h ;;mutant-gk756
ID9495,RNAi-IV3G8 ;feeding-2mM ;16h ;;mutant-gk756
ID9496,RNAi-IV3G8 ;feeding-2mM ;16h ;;mutant-gk756
ID9497,RNAi-IV3G8 ;feeding-2mM ;16h ;;mutant-gk756
ID9498,RNAi-IV3G8 ;feeding-2mM ;16h ;;mutant-gk756
ID8901,RNAi-II8A5 ;feeding-1mM ;24h
ID8902,RNAi-II8A5 ;feeding-1mM ;24h
ID8903,RNAi-II8A5 ;feeding-1mM ;24h
ID8904,RNAi-II8A5 ;feeding-1mM ;24h
ID8905,RNAi-II8A5 ;feeding-1mM ;24h
ID8906,RNAi-II8A5 ;feeding-1mM ;24h
ID8907,RNAi-II8A5 ;feeding-1mM ;24h
ID8908,RNAi-II8A5 ;feeding-1mM ;24h
ID10651,RNAi-I5K03 ;feeding-1mM ;24h
ID10653,RNAi-I5K03 ;feeding-1mM ;24h
ID10654,RNAi-I5K03 ;feeding-1mM ;24h
ID10657,RNAi-I5K03 ;feeding-1mM ;24h
ID10659,RNAi-I5K03 ;feeding-1mM ;24h
ID10660,RNAi-I5K03 ;feeding-1mM ;24h
ID10612,RNAi ;feeding-1mM ;6h-10h
ID10613,RNAi ;feeding-1mM ;6h-10h
ID10614,RNAi ;feeding-1mM ;6h-10h
ID10615,RNAi ;feeding-1mM ;6h-10h
ID10616,RNAi ;feeding-1mM ;6h-10h
ID10617,RNAi ;feeding-1mM ;6h-10h
ID10618,RNAi ;feeding-1mM ;6h-10h
ID10619,RNAi ;feeding-1mM ;6h-10h
ID10620,RNAi ;feeding-1mM ;6h-10h
ID10621,RNAi ;feeding-1mM ;6h-10h
ID9924,RNAi-I4O08 ;feeding-1mM ;6h-10h
ID9925,RNAi-I4O08 ;feeding-1mM ;6h-10h
ID9926,RNAi-I4O08 ;feeding-1mM ;6h-10h
ID9927,RNAi-I4O08 ;feeding-1mM ;6h-10h
ID9928,RNAi-I4O08 ;feeding-1mM ;6h-10h
ID9951,RNAi-I4O08 ;feeding-1mM ;6h-10h
ID9953,RNAi-I4O08 ;feeding-1mM ;6h-10h
ID9954,RNAi-I4O08 ;feeding-1mM ;6h-10h
ID9955,RNAi-I4O08 ;feeding-1mM ;6h-10h
ID12179,RNAi ;feeding ;1mM_6h
ID12213,RNAi ;feeding ;1mM_6h
ID12215,RNAi ;feeding ;1mM_6h
ID12216,RNAi ;feeding ;1mM_6h
ID12364,RNAi ;feeding ;1mM_6h
ID12366,RNAi ;feeding ;1mM_6h
ID12367,RNAi ;feeding ;1mM_6h
ID12378,RNAi ;feeding ;1mM_6h
ID12379,RNAi ;feeding ;1mM_6h
ID9802,RNAi ;feeding-3mM ;48h
ID9803,RNAi ;feeding-3mM ;48h
ID9804,RNAi ;feeding-3mM ;48h
ID9805,RNAi ;feeding-3mM ;48h
ID9806,RNAi ;feeding-3mM ;48h
ID9807,RNAi ;feeding-3mM ;48h
ID9808,RNAi ;feeding-3mM ;48h
ID9809,RNAi ;feeding-3mM ;48h
ID9810,RNAi ;feeding-3mM ;48h
ID9811,RNAi ;feeding-3mM ;48h
ID12409,RNAi-III3A01 ;feeding-1mM ;24h
ID12410,RNAi-III3A01 ;feeding-1mM ;24h
ID12411,RNAi-III3A01 ;feeding-1mM ;24h
ID12412,RNAi-III3A01 ;feeding-1mM ;24h
ID12413,RNAi-III3A01 ;feeding-1mM ;24h
ID12532,RNAi-III3A01 ;feeding-1mM ;24h
ID12533,RNAi-III3A01 ;feeding-1mM ;24h
ID12534,RNAi-III3A01 ;feeding-1mM ;24h
ID12537,RNAi-III3A01 ;feeding-1mM ;24h
ID12538,RNAi-III3A01 ;feeding-1mM ;24h
ID12531,RNAi-III3A01 ;feeding-1mM ;24h
ID12523,RNAi-III3A01 ;feeding-1mM ;24h
ID12524,RNAi-III3A01 ;feeding-1mM ;24h
ID12525,RNAi-III3A01 ;feeding-1mM ;24h
ID12526,RNAi-III3A01 ;feeding-1mM ;24h
ID12414,RNAi-III3A01 ;feeding-1mM ;30h
ID12415,RNAi-III3A01 ;feeding-1mM ;30h
ID12416,RNAi-III3A01 ;feeding-1mM ;30h
ID12417,RNAi-III3A01 ;feeding-1mM ;30h
ID12418,RNAi-III3A01 ;feeding-1mM ;30h
ID12419,RNAi-III3A01 ;feeding-1mM ;30h
ID12392,RNAi-III3A01 ;feeding ;3mM_48h
ID12393,RNAi-III3A01 ;feeding ;3mM_48h
ID12395,RNAi-III3A01 ;feeding ;3mM_48h
ID12397,RNAi-III3A01 ;feeding ;3mM_48h
ID12398,RNAi-III3A01 ;feeding ;3mM_48h
ID12399,RNAi-III3A01 ;feeding ;3mM_48h
ID12679,RNAi-III3A01 ;feeding ;3mM_48h
ID12680,RNAi-III3A01 ;feeding ;3mM_48h
ID12681,RNAi-III3A01 ;feeding ;3mM_48h
ID12683,RNAi-III3A01 ;feeding ;3mM_48h
ID12684,RNAi-III3A01 ;feeding ;3mM_48h
ID12553,RNAi ;feeding-3mM ;48h
ID12554,RNAi ;feeding-3mM ;48h
ID12555,RNAi ;feeding-3mM ;48h
ID12557,RNAi ;feeding-3mM ;48h
ID12558,RNAi ;feeding-3mM ;48h
ID12561,RNAi ;feeding-3mM ;48h
ID12564,RNAi ;feeding-3mM ;48h
ID12326,mutant-h1960
ID12327,mutant-h1960
ID12328,mutant-h1960
ID12330,mutant-h1960
ID12332,mutant-h1960
ID12333,mutant-h1960
ID12334,mutant-h1960
ID12335,mutant-h1960
ID12337,mutant-h1960
ID12338,mutant-h1960
ID12339,mutant-h1960
ID12180,RNAi ;feeding-1mM ;48h
ID12181,RNAi ;feeding-1mM ;48h
ID12182,RNAi ;feeding-1mM ;48h
ID12184,RNAi ;feeding-1mM ;48h
ID12185,RNAi ;feeding-1mM ;48h
ID12186,RNAi ;feeding-1mM ;48h
ID12271,RNAi ;feeding-1mM ;48h
ID12277,RNAi ;feeding-1mM ;48h
ID12513,RNAi ;feeding-1mM ;48h
ID12503,RNAi ;feeding-1mM ;48h
ID12510,RNAi ;feeding-1mM ;48h
ID12512,RNAi ;feeding-1mM ;48h
ID12228,RNAi ;feeding-1mM ;34h
ID12265,RNAi ;feeding-1mM ;34h
ID12267,RNAi ;feeding-1mM ;34h
ID12269,RNAi ;feeding-1mM ;34h
ID12270,RNAi ;feeding-1mM ;34h
ID12385,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12386,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12387,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12388,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12389,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12390,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12663,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12664,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12666,RNAi-colombo2003 ;feeding ;3mM_24h ;;RNAi-colombo2003 ;feeding ;3mM_24h
ID12667,RNAi-III1K08 ;feeding ;3mM_48h
ID12668,RNAi-III1K08 ;feeding ;3mM_48h
ID12669,RNAi-III1K08 ;feeding ;3mM_48h
ID12670,RNAi-III1K08 ;feeding ;3mM_48h
ID12672,RNAi-III1K08 ;feeding ;3mM_48h
ID12400,RNAi-III1K08 ;feeding ;3mM_48h
ID12401,RNAi-III1K08 ;feeding ;3mM_48h
ID12402,RNAi-III1K08 ;feeding ;3mM_48h
ID12590,RNAi-III1K08 ;feeding ;3mM_48h
ID12591,RNAi-III1K08 ;feeding ;3mM_48h
ID12592,RNAi-III1K08 ;feeding ;3mM_48h
ID12593,RNAi-III1K08 ;feeding ;3mM_48h
ID12596,RNAi-III1K08 ;feeding ;3mM_48h
ID12597,RNAi-III1K08 ;feeding ;3mM_48h
